Sample_ID,Tissue,Tissue_detail,Age,Stage,Sex
SAMN00002067,Macrophage,Macrophage,357,Post_pubertal_150_365d,Male
SAMN00002068,Macrophage,Macrophage,175,Post_pubertal_150_365d,Male
SAMN00002069,Macrophage,Macrophage,340,Post_pubertal_150_365d,Female
SAMN00002070,Macrophage,Macrophage,309,Post_pubertal_150_365d,Female
SAMN00002071,Macrophage,Macrophage,224,Post_pubertal_150_365d,Female
SAMN00002072,Macrophage,Macrophage,187,Post_pubertal_150_365d,Male
SAMN00002073,Macrophage,Macrophage,342,Post_pubertal_150_365d,Female
SAMN00002074,Macrophage,Macrophage,320,Post_pubertal_150_365d,Male
SAMN00002075,Macrophage,Macrophage,222,Post_pubertal_150_365d,Female
SAMN00002076,Macrophage,Macrophage,236,Post_pubertal_150_365d,Male
SAMN00002077,Macrophage,Macrophage,269,Post_pubertal_150_365d,Male
SAMN00002078,Macrophage,Macrophage,214,Post_pubertal_150_365d,Female
SAMN00002079,Macrophage,Macrophage,234,Post_pubertal_150_365d,Female
SAMN00002080,Macrophage,Macrophage,174,Post_pubertal_150_365d,Female
SAMN00002081,Macrophage,Macrophage,264,Post_pubertal_150_365d,Male
SAMN00002082,Macrophage,Macrophage,181,Post_pubertal_150_365d,Male
SAMN00002083,Macrophage,Macrophage,299,Post_pubertal_150_365d,Female
SAMN00002084,Macrophage,Macrophage,350,Post_pubertal_150_365d,Female
SAMN00002085,Macrophage,Macrophage,259,Post_pubertal_150_365d,Female
SAMN00002086,Macrophage,Macrophage,221,Post_pubertal_150_365d,Female
SAMN00002087,Macrophage,Macrophage,174,Post_pubertal_150_365d,Female
SAMN00002088,Macrophage,Macrophage,176,Post_pubertal_150_365d,Male
SAMN00002089,Macrophage,Macrophage,200,Post_pubertal_150_365d,Male
SAMN00002090,Macrophage,Macrophage,314,Post_pubertal_150_365d,Male
SAMN00002091,Macrophage,Macrophage,172,Post_pubertal_150_365d,Male
SAMN00002092,Macrophage,Macrophage,329,Post_pubertal_150_365d,Female
SAMN00002093,Macrophage,Macrophage,153,Post_pubertal_150_365d,Male
SAMN00002094,Macrophage,Macrophage,167,Post_pubertal_150_365d,Female
SAMN00002095,Macrophage,Macrophage,220,Post_pubertal_150_365d,Female
SAMN00002096,Macrophage,Macrophage,180,Post_pubertal_150_365d,Male
SAMN00002097,Macrophage,Macrophage,290,Post_pubertal_150_365d,Male
SAMN00002098,Macrophage,Macrophage,214,Post_pubertal_150_365d,Female
SAMN00002099,Macrophage,Macrophage,270,Post_pubertal_150_365d,Female
SAMN00002100,Macrophage,Macrophage,355,Post_pubertal_150_365d,Male
SAMN00002101,Macrophage,Macrophage,326,Post_pubertal_150_365d,Female
SAMN00002102,Macrophage,Macrophage,353,Post_pubertal_150_365d,Male
SAMN00002103,Macrophage,Macrophage,292,Post_pubertal_150_365d,Female
SAMN00002104,Macrophage,Macrophage,256,Post_pubertal_150_365d,Female
SAMN00002105,Macrophage,Macrophage,666,Adult_>365d,Female
SAMN00002106,Macrophage,Macrophage,377,Adult_>365d,Male
SAMN00002107,Macrophage,Macrophage,415,Adult_>365d,Female
SAMN00002108,Macrophage,Macrophage,456,Adult_>365d,Male
SAMN00002109,Macrophage,Macrophage,549,Adult_>365d,Male
SAMN00002110,Macrophage,Macrophage,462,Adult_>365d,Male
SAMN00002111,Macrophage,Macrophage,422,Adult_>365d,Female
SAMN00002112,Macrophage,Macrophage,646,Adult_>365d,Male
SAMN00002113,Macrophage,Macrophage,416,Adult_>365d,Male
SAMN00002114,Macrophage,Macrophage,445,Adult_>365d,Female
SAMN00002115,Macrophage,Macrophage,708,Adult_>365d,Female
SAMN00002116,Macrophage,Macrophage,449,Adult_>365d,Female
SAMN00002117,Macrophage,Macrophage,478,Adult_>365d,Female
SAMN00002118,Macrophage,Macrophage,397,Adult_>365d,Female
SAMN00002119,Macrophage,Macrophage,505,Adult_>365d,Female
SAMN00002120,Macrophage,Macrophage,417,Adult_>365d,Female
SAMN00002121,Macrophage,Macrophage,610,Adult_>365d,Female
SAMN00002122,Macrophage,Macrophage,547,Adult_>365d,Female
SAMN00002123,Macrophage,Macrophage,373,Adult_>365d,Female
SAMN00002124,Macrophage,Macrophage,403,Adult_>365d,Female
SAMN00002125,Adipose,Adipose,3,Infant_0_20d,Male
SAMN00002126,Adipose,Adipose,7,Infant_0_20d,Male
SAMN00002127,Adipose,Adipose,7,Infant_0_20d,Female
SAMN00002128,Adipose,Adipose,1,Infant_0_20d,Female
SAMN00002129,Adipose,Adipose,1,Infant_0_20d,Male
SAMN00002130,Adipose,Adipose,4,Infant_0_20d,Male
SAMN00002131,Adipose,Adipose,18,Infant_0_20d,Male
SAMN00002132,Adipose,Adipose,10,Infant_0_20d,Male
SAMN00002133,Adipose,Adipose,9,Infant_0_20d,Female
SAMN00002134,Adipose,Adipose,19,Infant_0_20d,Female
SAMN00002135,Adipose,Adipose,17,Infant_0_20d,Male
SAMN00002136,Adipose,Adipose,10,Infant_0_20d,Female
SAMN00002137,Adipose,Adipose,17,Infant_0_20d,Male
SAMN00002138,Adipose,Adipose,11,Infant_0_20d,Male
SAMN00002139,Adipose,Adipose,19,Infant_0_20d,Female
SAMN00002140,Adipose,Adipose,15,Infant_0_20d,Female
SAMN00002141,Adipose,Adipose,8,Infant_0_20d,Male
SAMN00002142,Adipose,Adipose,11,Infant_0_20d,Female
SAMN00002143,Adipose,Adipose,16,Infant_0_20d,Female
SAMN00002144,Adipose,Adipose,5,Infant_0_20d,Female
SAMN00002145,Adipose,Adipose,19,Infant_0_20d,Male
SAMN00002146,Adipose,Adipose,8,Infant_0_20d,Female
SAMN00002147,Adipose,Adipose,4,Infant_0_20d,Male
SAMN00002148,Adipose,Adipose,9,Infant_0_20d,Female
SAMN00002149,Adipose,Adipose,14,Infant_0_20d,Male
SAMN00002150,Adipose,Adipose,16,Infant_0_20d,Male
SAMN00002151,Adipose,Adipose,12,Infant_0_20d,Male
SAMN00002152,Adipose,Adipose,6,Infant_0_20d,Female
SAMN00002153,Adipose,Adipose,16,Infant_0_20d,Female
SAMN00002154,Adipose,Adipose,16,Infant_0_20d,Male
SAMN00002155,Adipose,Adipose,17,Infant_0_20d,Female
SAMN00002156,Adipose,Adipose,10,Infant_0_20d,Male
SAMN00002157,Adipose,Adipose,16,Infant_0_20d,Female
SAMN00002158,Adipose,Adipose,16,Infant_0_20d,Male
SAMN00002159,Adipose,Adipose,2,Infant_0_20d,Female
SAMN00002160,Adipose,Adipose,114,Pre_pubertal_60_149d,Male
SAMN00002161,Adipose,Adipose,78,Pre_pubertal_60_149d,Female
SAMN00002162,Adipose,Adipose,98,Pre_pubertal_60_149d,Male
SAMN00002163,Adipose,Adipose,124,Pre_pubertal_60_149d,Female
SAMN00002164,Adipose,Adipose,135,Pre_pubertal_60_149d,Female
SAMN00002165,Adipose,Adipose,77,Pre_pubertal_60_149d,Female
SAMN00002166,Adipose,Adipose,93,Pre_pubertal_60_149d,Female
SAMN00002167,Adipose,Adipose,74,Pre_pubertal_60_149d,Male
SAMN00002168,Adipose,Adipose,140,Pre_pubertal_60_149d,Male
SAMN00002169,Adipose,Adipose,107,Pre_pubertal_60_149d,Female
SAMN00002170,Adipose,Adipose,143,Pre_pubertal_60_149d,Male
SAMN00002171,Adipose,Adipose,145,Pre_pubertal_60_149d,Male
SAMN00002172,Adipose,Adipose,92,Pre_pubertal_60_149d,Male
SAMN00002173,Adipose,Adipose,90,Pre_pubertal_60_149d,Female
SAMN00002174,Adipose,Adipose,67,Pre_pubertal_60_149d,Female
SAMN00002175,Adipose,Adipose,105,Pre_pubertal_60_149d,Female
SAMN00002176,Adipose,Adipose,65,Pre_pubertal_60_149d,Male
SAMN00002177,Adipose,Adipose,84,Pre_pubertal_60_149d,Male
SAMN00002178,Adipose,Adipose,114,Pre_pubertal_60_149d,Female
SAMN00002179,Adipose,Adipose,76,Pre_pubertal_60_149d,Female
SAMN00002180,Adipose,Adipose,78,Pre_pubertal_60_149d,Female
SAMN00002181,Adipose,Adipose,146,Pre_pubertal_60_149d,Female
SAMN00002182,Adipose,Adipose,96,Pre_pubertal_60_149d,Male
SAMN00002183,Adipose,Adipose,65,Pre_pubertal_60_149d,Female
SAMN00002184,Adipose,Adipose,112,Pre_pubertal_60_149d,Male
SAMN00002185,Adipose,Adipose,86,Pre_pubertal_60_149d,Female
SAMN00002186,Adipose,Adipose,71,Pre_pubertal_60_149d,Female
SAMN00002187,Adipose,Adipose,86,Pre_pubertal_60_149d,Male
SAMN00002188,Adipose,Adipose,201,Post_pubertal_150_365d,Female
SAMN00002189,Adipose,Adipose,345,Post_pubertal_150_365d,Female
SAMN00002190,Adipose,Adipose,277,Post_pubertal_150_365d,Female
SAMN00002191,Adipose,Adipose,241,Post_pubertal_150_365d,Female
SAMN00002192,Adipose,Adipose,278,Post_pubertal_150_365d,Female
SAMN00002193,Adipose,Adipose,360,Post_pubertal_150_365d,Female
SAMN00002194,Adipose,Adipose,188,Post_pubertal_150_365d,Male
SAMN00002195,Adipose,Adipose,316,Post_pubertal_150_365d,Female
SAMN00002196,Adipose,Adipose,201,Post_pubertal_150_365d,Male
SAMN00002197,Adipose,Adipose,157,Post_pubertal_150_365d,Female
SAMN00002198,Adipose,Adipose,189,Post_pubertal_150_365d,Female
SAMN00002199,Adipose,Adipose,215,Post_pubertal_150_365d,Female
SAMN00002200,Adipose,Adipose,236,Post_pubertal_150_365d,Male
SAMN00002201,Adipose,Adipose,341,Post_pubertal_150_365d,Female
SAMN00002202,Adipose,Adipose,295,Post_pubertal_150_365d,Male
SAMN00002203,Adipose,Adipose,325,Post_pubertal_150_365d,Female
SAMN00002204,Adipose,Adipose,286,Post_pubertal_150_365d,Female
SAMN00002205,Adipose,Adipose,192,Post_pubertal_150_365d,Female
SAMN00002206,Adipose,Adipose,344,Post_pubertal_150_365d,Male
SAMN00002207,Adipose,Adipose,315,Post_pubertal_150_365d,Female
SAMN00002208,Adipose,Adipose,278,Post_pubertal_150_365d,Male
SAMN00002209,Adipose,Adipose,217,Post_pubertal_150_365d,Male
SAMN00002210,Adipose,Adipose,213,Post_pubertal_150_365d,Male
SAMN00002211,Adipose,Adipose,176,Post_pubertal_150_365d,Male
SAMN00002212,Adipose,Adipose,195,Post_pubertal_150_365d,Female
SAMN00002213,Adipose,Adipose,301,Post_pubertal_150_365d,Male
SAMN00002214,Adipose,Adipose,210,Post_pubertal_150_365d,Male
SAMN00002215,Adipose,Adipose,248,Post_pubertal_150_365d,Female
SAMN00002216,Adipose,Adipose,305,Post_pubertal_150_365d,Female
SAMN00002217,Adipose,Adipose,298,Post_pubertal_150_365d,Female
SAMN00002218,Adipose,Adipose,326,Post_pubertal_150_365d,Female
SAMN00002219,Adipose,Adipose,177,Post_pubertal_150_365d,Male
SAMN00002220,Adipose,Adipose,204,Post_pubertal_150_365d,Male
SAMN00002221,Adipose,Adipose,235,Post_pubertal_150_365d,Male
SAMN00002222,Adipose,Adipose,151,Post_pubertal_150_365d,Male
SAMN00002223,Adipose,Adipose,225,Post_pubertal_150_365d,Male
SAMN00002224,Adipose,Adipose,250,Post_pubertal_150_365d,Male
SAMN00002225,Adipose,Adipose,232,Post_pubertal_150_365d,Female
SAMN00002226,Adipose,Adipose,362,Post_pubertal_150_365d,Female
SAMN00002227,Adipose,Adipose,282,Post_pubertal_150_365d,Female
SAMN00002228,Adipose,Adipose,326,Post_pubertal_150_365d,Female
SAMN00002229,Adipose,Adipose,171,Post_pubertal_150_365d,Female
SAMN00002230,Adipose,Adipose,362,Post_pubertal_150_365d,Female
SAMN00002231,Adipose,Adipose,276,Post_pubertal_150_365d,Female
SAMN00002232,Adipose,Adipose,340,Post_pubertal_150_365d,Male
SAMN00002233,Adipose,Adipose,217,Post_pubertal_150_365d,Female
SAMN00002234,Adipose,Adipose,241,Post_pubertal_150_365d,Female
SAMN00002235,Adipose,Adipose,311,Post_pubertal_150_365d,Female
SAMN00002236,Adipose,Adipose,198,Post_pubertal_150_365d,Female
SAMN00002237,Adipose,Adipose,270,Post_pubertal_150_365d,Female
SAMN00002238,Adipose,Adipose,288,Post_pubertal_150_365d,Female
SAMN00002239,Adipose,Adipose,198,Post_pubertal_150_365d,Female
SAMN00002240,Adipose,Adipose,202,Post_pubertal_150_365d,Male
SAMN00002241,Adipose,Adipose,341,Post_pubertal_150_365d,Female
SAMN00002242,Adipose,Adipose,249,Post_pubertal_150_365d,Female
SAMN00002243,Adipose,Adipose,233,Post_pubertal_150_365d,Male
SAMN00002244,Adipose,Adipose,294,Post_pubertal_150_365d,Male
SAMN00002245,Adipose,Adipose,255,Post_pubertal_150_365d,Male
SAMN00002246,Adipose,Adipose,229,Post_pubertal_150_365d,Female
SAMN00002247,Adipose,Adipose,356,Post_pubertal_150_365d,Male
SAMN00002248,Adipose,Adipose,176,Post_pubertal_150_365d,Male
SAMN00002249,Adipose,Adipose,360,Post_pubertal_150_365d,Female
SAMN00002250,Adipose,Adipose,176,Post_pubertal_150_365d,Male
SAMN00002251,Adipose,Adipose,264,Post_pubertal_150_365d,Male
SAMN00002252,Adipose,Adipose,182,Post_pubertal_150_365d,Female
SAMN00002253,Adipose,Adipose,355,Post_pubertal_150_365d,Male
SAMN00002254,Adipose,Adipose,266,Post_pubertal_150_365d,Female
SAMN00002255,Adipose,Adipose,162,Post_pubertal_150_365d,Male
SAMN00002256,Adipose,Adipose,324,Post_pubertal_150_365d,Female
SAMN00002257,Adipose,Adipose,175,Post_pubertal_150_365d,Female
SAMN00002258,Adipose,Adipose,357,Post_pubertal_150_365d,Female
SAMN00002259,Adipose,Adipose,212,Post_pubertal_150_365d,Female
SAMN00002260,Adipose,Adipose,296,Post_pubertal_150_365d,Male
SAMN00002261,Adipose,Adipose,183,Post_pubertal_150_365d,Male
SAMN00002262,Adipose,Adipose,185,Post_pubertal_150_365d,Female
SAMN00002263,Adipose,Adipose,716,Adult_>365d,Male
SAMN00002264,Adipose,Adipose,483,Adult_>365d,Female
SAMN00002265,Adipose,Adipose,557,Adult_>365d,Male
SAMN00002266,Adipose,Adipose,437,Adult_>365d,Male
SAMN00002267,Adipose,Adipose,432,Adult_>365d,Male
SAMN00002268,Adipose,Adipose,617,Adult_>365d,Female
SAMN00002269,Small_intestine,Small_intestine,14,Infant_0_20d,Female
SAMN00002270,Small_intestine,Small_intestine,5,Infant_0_20d,Male
SAMN00002271,Small_intestine,Small_intestine,13,Infant_0_20d,Female
SAMN00002272,Small_intestine,Small_intestine,17,Infant_0_20d,Male
SAMN00002273,Small_intestine,Small_intestine,4,Infant_0_20d,Female
SAMN00002274,Small_intestine,Small_intestine,10,Infant_0_20d,Female
SAMN00002275,Small_intestine,Small_intestine,5,Infant_0_20d,Female
SAMN00002276,Small_intestine,Small_intestine,19,Infant_0_20d,Female
SAMN00002277,Small_intestine,Small_intestine,11,Infant_0_20d,Female
SAMN00002278,Small_intestine,Small_intestine,16,Infant_0_20d,Female
SAMN00002279,Small_intestine,Small_intestine,16,Infant_0_20d,Male
SAMN00002280,Small_intestine,Small_intestine,15,Infant_0_20d,Female
SAMN00002281,Small_intestine,Small_intestine,4,Infant_0_20d,Female
SAMN00002282,Small_intestine,Small_intestine,10,Infant_0_20d,Male
SAMN00002283,Small_intestine,Small_intestine,5,Infant_0_20d,Female
SAMN00002284,Small_intestine,Small_intestine,16,Infant_0_20d,Male
SAMN00002285,Small_intestine,Small_intestine,10,Infant_0_20d,Male
SAMN00002286,Small_intestine,Small_intestine,21,Early childhood_21_59d,Female
SAMN00002287,Small_intestine,Small_intestine,52,Early childhood_21_59d,Male
SAMN00002288,Small_intestine,Small_intestine,31,Early childhood_21_59d,Female
SAMN00002289,Small_intestine,Small_intestine,41,Early childhood_21_59d,Female
SAMN00002290,Small_intestine,Small_intestine,51,Early childhood_21_59d,Male
SAMN00002291,Small_intestine,Small_intestine,31,Early childhood_21_59d,Female
SAMN00002292,Small_intestine,Small_intestine,42,Early childhood_21_59d,Female
SAMN00002293,Small_intestine,Small_intestine,42,Early childhood_21_59d,Male
SAMN00002294,Small_intestine,Small_intestine,42,Early childhood_21_59d,Male
SAMN00002295,Small_intestine,Small_intestine,46,Early childhood_21_59d,Male
SAMN00002296,Small_intestine,Small_intestine,23,Early childhood_21_59d,Female
SAMN00002297,Small_intestine,Small_intestine,41,Early childhood_21_59d,Female
SAMN00002298,Small_intestine,Small_intestine,57,Early childhood_21_59d,Male
SAMN00002299,Small_intestine,Small_intestine,53,Early childhood_21_59d,Male
SAMN00002300,Small_intestine,Small_intestine,52,Early childhood_21_59d,Male
SAMN00002301,Small_intestine,Small_intestine,47,Early childhood_21_59d,Male
SAMN00002302,Small_intestine,Small_intestine,33,Early childhood_21_59d,Male
SAMN00002303,Small_intestine,Small_intestine,24,Early childhood_21_59d,Male
SAMN00002304,Small_intestine,Small_intestine,47,Early childhood_21_59d,Female
SAMN00002305,Small_intestine,Small_intestine,46,Early childhood_21_59d,Female
SAMN00002306,Small_intestine,Small_intestine,57,Early childhood_21_59d,Male
SAMN00002307,Small_intestine,Small_intestine,41,Early childhood_21_59d,Female
SAMN00002308,Small_intestine,Small_intestine,56,Early childhood_21_59d,Male
SAMN00002309,Small_intestine,Small_intestine,26,Early childhood_21_59d,Male
SAMN00002310,Small_intestine,Small_intestine,30,Early childhood_21_59d,Female
SAMN00002311,Small_intestine,Small_intestine,39,Early childhood_21_59d,Female
SAMN00002312,Small_intestine,Small_intestine,44,Early childhood_21_59d,Female
SAMN00002313,Small_intestine,Small_intestine,48,Early childhood_21_59d,Male
SAMN00002314,Small_intestine,Small_intestine,32,Early childhood_21_59d,Female
SAMN00002315,Small_intestine,Small_intestine,38,Early childhood_21_59d,Male
SAMN00002316,Small_intestine,Small_intestine,56,Early childhood_21_59d,Female
SAMN00002317,Small_intestine,Small_intestine,32,Early childhood_21_59d,Female
SAMN00002318,Small_intestine,Small_intestine,42,Early childhood_21_59d,Female
SAMN00002319,Small_intestine,Small_intestine,44,Early childhood_21_59d,Male
SAMN00002320,Small_intestine,Small_intestine,53,Early childhood_21_59d,Male
SAMN00002321,Small_intestine,Small_intestine,57,Early childhood_21_59d,Male
SAMN00002322,Small_intestine,Small_intestine,32,Early childhood_21_59d,Male
SAMN00002323,Small_intestine,Small_intestine,26,Early childhood_21_59d,Female
SAMN00002324,Small_intestine,Small_intestine,25,Early childhood_21_59d,Female
SAMN00002325,Small_intestine,Small_intestine,21,Early childhood_21_59d,Female
SAMN00002326,Small_intestine,Small_intestine,36,Early childhood_21_59d,Female
SAMN00002327,Small_intestine,Small_intestine,35,Early childhood_21_59d,Male
SAMN00002328,Small_intestine,Small_intestine,27,Early childhood_21_59d,Female
SAMN00002329,Small_intestine,Small_intestine,50,Early childhood_21_59d,Male
SAMN00002330,Small_intestine,Small_intestine,35,Early childhood_21_59d,Female
SAMN00002331,Small_intestine,Small_intestine,36,Early childhood_21_59d,Male
SAMN00002332,Small_intestine,Small_intestine,37,Early childhood_21_59d,Female
SAMN00002333,Small_intestine,Small_intestine,21,Early childhood_21_59d,Male
SAMN00002334,Small_intestine,Small_intestine,22,Early childhood_21_59d,Female
SAMN00002335,Small_intestine,Small_intestine,43,Early childhood_21_59d,Male
SAMN00002336,Small_intestine,Small_intestine,32,Early childhood_21_59d,Female
SAMN00002337,Small_intestine,Small_intestine,49,Early childhood_21_59d,Female
SAMN00002338,Small_intestine,Small_intestine,42,Early childhood_21_59d,Male
SAMN00002339,Small_intestine,Small_intestine,46,Early childhood_21_59d,Female
SAMN00002340,Small_intestine,Small_intestine,22,Early childhood_21_59d,Female
SAMN00002341,Small_intestine,Small_intestine,21,Early childhood_21_59d,Female
SAMN00002342,Small_intestine,Small_intestine,31,Early childhood_21_59d,Male
SAMN00002343,Small_intestine,Small_intestine,26,Early childhood_21_59d,Female
SAMN00002344,Small_intestine,Small_intestine,58,Early childhood_21_59d,Male
SAMN00002345,Small_intestine,Small_intestine,56,Early childhood_21_59d,Male
SAMN00002346,Small_intestine,Small_intestine,39,Early childhood_21_59d,Male
SAMN00002347,Small_intestine,Small_intestine,26,Early childhood_21_59d,Male
SAMN00002348,Small_intestine,Small_intestine,24,Early childhood_21_59d,Male
SAMN00002349,Small_intestine,Small_intestine,48,Early childhood_21_59d,Female
SAMN00002350,Small_intestine,Small_intestine,49,Early childhood_21_59d,Male
SAMN00002351,Small_intestine,Small_intestine,54,Early childhood_21_59d,Male
SAMN00002352,Small_intestine,Small_intestine,21,Early childhood_21_59d,Female
SAMN00002353,Small_intestine,Small_intestine,24,Early childhood_21_59d,Female
SAMN00002354,Small_intestine,Small_intestine,38,Early childhood_21_59d,Male
SAMN00002355,Small_intestine,Small_intestine,37,Early childhood_21_59d,Female
SAMN00002356,Small_intestine,Small_intestine,35,Early childhood_21_59d,Female
SAMN00002357,Small_intestine,Small_intestine,21,Early childhood_21_59d,Female
SAMN00002358,Small_intestine,Small_intestine,52,Early childhood_21_59d,Male
SAMN00002359,Small_intestine,Small_intestine,52,Early childhood_21_59d,Female
SAMN00002360,Small_intestine,Small_intestine,26,Early childhood_21_59d,Female
SAMN00002361,Small_intestine,Small_intestine,35,Early childhood_21_59d,Female
SAMN00002362,Small_intestine,Small_intestine,42,Early childhood_21_59d,Female
SAMN00002363,Small_intestine,Small_intestine,24,Early childhood_21_59d,Male
SAMN00002364,Small_intestine,Small_intestine,23,Early childhood_21_59d,Female
SAMN00002365,Small_intestine,Small_intestine,52,Early childhood_21_59d,Male
SAMN00002366,Small_intestine,Small_intestine,31,Early childhood_21_59d,Female
SAMN00002367,Small_intestine,Small_intestine,47,Early childhood_21_59d,Male
SAMN00002368,Small_intestine,Small_intestine,58,Early childhood_21_59d,Female
SAMN00002369,Small_intestine,Small_intestine,48,Early childhood_21_59d,Female
SAMN00002370,Small_intestine,Small_intestine,27,Early childhood_21_59d,Male
SAMN00002371,Small_intestine,Small_intestine,47,Early childhood_21_59d,Male
SAMN00002372,Small_intestine,Small_intestine,37,Early childhood_21_59d,Male
SAMN00002373,Small_intestine,Small_intestine,21,Early childhood_21_59d,Male
SAMN00002374,Small_intestine,Small_intestine,46,Early childhood_21_59d,Female
SAMN00002375,Small_intestine,Small_intestine,50,Early childhood_21_59d,Male
SAMN00002376,Small_intestine,Small_intestine,22,Early childhood_21_59d,Male
SAMN00002377,Small_intestine,Small_intestine,32,Early childhood_21_59d,Female
SAMN00002378,Small_intestine,Small_intestine,21,Early childhood_21_59d,Female
SAMN00002379,Small_intestine,Small_intestine,24,Early childhood_21_59d,Male
SAMN00002380,Small_intestine,Small_intestine,56,Early childhood_21_59d,Male
SAMN00002381,Small_intestine,Small_intestine,37,Early childhood_21_59d,Female
SAMN00002382,Small_intestine,Small_intestine,53,Early childhood_21_59d,Female
SAMN00002383,Small_intestine,Small_intestine,26,Early childhood_21_59d,Male
SAMN00002384,Small_intestine,Small_intestine,55,Early childhood_21_59d,Male
SAMN00002385,Small_intestine,Small_intestine,53,Early childhood_21_59d,Female
SAMN00002386,Small_intestine,Small_intestine,51,Early childhood_21_59d,Male
SAMN00002387,Small_intestine,Small_intestine,43,Early childhood_21_59d,Female
SAMN00002388,Small_intestine,Small_intestine,51,Early childhood_21_59d,Male
SAMN00002389,Small_intestine,Small_intestine,34,Early childhood_21_59d,Male
SAMN00002390,Small_intestine,Small_intestine,21,Early childhood_21_59d,Female
SAMN00002391,Small_intestine,Small_intestine,50,Early childhood_21_59d,Male
SAMN00002392,Small_intestine,Small_intestine,58,Early childhood_21_59d,Female
SAMN00002393,Small_intestine,Small_intestine,36,Early childhood_21_59d,Male
SAMN00002394,Small_intestine,Small_intestine,38,Early childhood_21_59d,Female
SAMN00002395,Small_intestine,Small_intestine,57,Early childhood_21_59d,Female
SAMN00002396,Small_intestine,Small_intestine,117,Pre_pubertal_60_149d,Female
SAMN00002397,Small_intestine,Small_intestine,140,Pre_pubertal_60_149d,Female
SAMN00002398,Small_intestine,Small_intestine,121,Pre_pubertal_60_149d,Female
SAMN00002399,Small_intestine,Small_intestine,80,Pre_pubertal_60_149d,Male
SAMN00002400,Small_intestine,Small_intestine,130,Pre_pubertal_60_149d,Male
SAMN00002401,Small_intestine,Small_intestine,109,Pre_pubertal_60_149d,Male
SAMN00002402,Small_intestine,Small_intestine,110,Pre_pubertal_60_149d,Female
SAMN00002403,Small_intestine,Small_intestine,135,Pre_pubertal_60_149d,Female
SAMN00002404,Small_intestine,Small_intestine,142,Pre_pubertal_60_149d,Male
SAMN00002405,Small_intestine,Small_intestine,82,Pre_pubertal_60_149d,Male
SAMN00002406,Small_intestine,Small_intestine,127,Pre_pubertal_60_149d,Female
SAMN00002407,Small_intestine,Small_intestine,118,Pre_pubertal_60_149d,Male
SAMN00002408,Small_intestine,Small_intestine,113,Pre_pubertal_60_149d,Female
SAMN00002409,Small_intestine,Small_intestine,123,Pre_pubertal_60_149d,Male
SAMN00002410,Small_intestine,Small_intestine,143,Pre_pubertal_60_149d,Male
SAMN00002411,Small_intestine,Small_intestine,103,Pre_pubertal_60_149d,Male
SAMN00002412,Small_intestine,Small_intestine,100,Pre_pubertal_60_149d,Female
SAMN00002413,Small_intestine,Small_intestine,108,Pre_pubertal_60_149d,Female
SAMN00002414,Small_intestine,Small_intestine,282,Post_pubertal_150_365d,Female
SAMN00002415,Small_intestine,Small_intestine,155,Post_pubertal_150_365d,Female
SAMN00002416,Small_intestine,Small_intestine,293,Post_pubertal_150_365d,Male
SAMN00002417,Small_intestine,Small_intestine,214,Post_pubertal_150_365d,Male
SAMN00002418,Small_intestine,Small_intestine,254,Post_pubertal_150_365d,Female
SAMN00002419,Small_intestine,Small_intestine,235,Post_pubertal_150_365d,Male
SAMN00002420,Small_intestine,Small_intestine,259,Post_pubertal_150_365d,Male
SAMN00002421,Small_intestine,Small_intestine,270,Post_pubertal_150_365d,Male
SAMN00002422,Small_intestine,Small_intestine,323,Post_pubertal_150_365d,Male
SAMN00002423,Small_intestine,Small_intestine,278,Post_pubertal_150_365d,Male
SAMN00002424,Small_intestine,Small_intestine,159,Post_pubertal_150_365d,Male
SAMN00002425,Small_intestine,Small_intestine,306,Post_pubertal_150_365d,Female
SAMN00002426,Small_intestine,Small_intestine,154,Post_pubertal_150_365d,Male
SAMN00002427,Small_intestine,Small_intestine,324,Post_pubertal_150_365d,Male
SAMN00002428,Small_intestine,Small_intestine,191,Post_pubertal_150_365d,Female
SAMN00002429,Small_intestine,Small_intestine,212,Post_pubertal_150_365d,Female
SAMN00002430,Small_intestine,Small_intestine,305,Post_pubertal_150_365d,Male
SAMN00002431,Small_intestine,Small_intestine,307,Post_pubertal_150_365d,Male
SAMN00002432,Small_intestine,Small_intestine,219,Post_pubertal_150_365d,Female
SAMN00002433,Small_intestine,Small_intestine,198,Post_pubertal_150_365d,Female
SAMN00002434,Small_intestine,Small_intestine,236,Post_pubertal_150_365d,Female
SAMN00002435,Small_intestine,Small_intestine,597,Adult_>365d,Male
SAMN00002436,Small_intestine,Small_intestine,463,Adult_>365d,Male
SAMN00002437,Small_intestine,Small_intestine,424,Adult_>365d,Female
SAMN00002438,Small_intestine,Small_intestine,657,Adult_>365d,Male
SAMN00002439,Small_intestine,Small_intestine,577,Adult_>365d,Female
SAMN00002440,Small_intestine,Small_intestine,468,Adult_>365d,Male
SAMN00002441,Small_intestine,Small_intestine,434,Adult_>365d,Male
SAMN00002442,Small_intestine,Small_intestine,718,Adult_>365d,Male
SAMN00002443,Small_intestine,Small_intestine,367,Adult_>365d,Male
SAMN00002444,Small_intestine,Small_intestine,603,Adult_>365d,Male
SAMN00002445,Small_intestine,Small_intestine,601,Adult_>365d,Male
SAMN00002446,Small_intestine,Small_intestine,481,Adult_>365d,Female
